county,date,per_capita_rate 
Weld,2020-11-23,1662.02
Weld,2020-11-24,1677.44
Weld,2020-11-25,1673.09
Weld,2020-11-26,1599.92
Weld,2020-11-27,1637.1
Weld,2020-11-28,1625.23
Weld,2020-11-29,1569.86
Weld,2020-11-30,1567.09
Weld,2020-12-01,1551.27
Weld,2020-12-02,1554.04
Weld,2020-12-03,1533.47
Weld,2020-12-04,1491.15
Weld,2020-12-05,1473.35
